Series,Domain,Culture,Experiment,Age,Run,Alpha 1,Metric 1,Alpha 2,Metric 2
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,03,11,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,03,12,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,03,13,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,03,14,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,04,0,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,04,1,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,04,2,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,04,3,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,04,4,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,04,5,0.8,-7.730364873217986e-05,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,04,6,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,04,7,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,04,8,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,04,9,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,04,10,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,04,11,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,04,12,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,04,13,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,04,14,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,05,0,0.8,-7.730364873217986e-05,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,05,1,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,05,2,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,05,3,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,05,4,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,05,5,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,05,6,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,05,7,0.92,0.0,0.8,0.0
