Series,Domain,Culture,Experiment,Age,Run,Alpha 1,Metric 1,Alpha 2,Metric 2
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,04,13,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,04,14,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,05,0,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,05,1,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,05,2,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,05,3,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,05,4,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,05,5,0.8,-7.730364873217986e-05,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,05,6,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,05,7,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,05,8,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,05,9,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,05,10,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,05,11,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,05,12,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,05,13,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,05,14,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,06,0,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,06,1,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,06,2,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,06,3,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,06,4,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,06,5,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,06,6,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,06,7,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,06,8,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,06,9,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,06,10,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,06,11,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,06,12,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,06,13,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,06,14,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,07,0,1.06,-7.730364873217986e-05,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,07,1,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,07,2,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,07,3,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,07,4,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,07,5,0.8,-7.730364873217986e-05,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,07,6,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,07,7,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,07,8,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,07,9,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,07,10,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,07,11,0.8,0.0,0.8,0.0
